Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P00519	Abl	1.31595197871902	0.899656668112006	2.21560864683102	2.45593195564972	-1.00007980362924	-1.01299977233362	0.0603224627239481	51.3333333333333
P54762	EphB1	1.34851003162588	1	2.34851003162588	2.34851003162588	-1.83926484203326	-1.83926484203326	0	3
P42684	Arg	1.38769396796383	0.966552222704002	2.35424619066783	2.25963731050576	-1.02084691617828	-0.994946965498123	0.0728664747241339	48.8888888888889
P09769	Fgr	1.4177718636812	1	2.4177718636812	2.22914798835786	-1.45765859628373	-1.47763317611249	0.0849915285308833	7.11111111111111
P16591	Fer	1.21564396090682	1	2.21564396090682	2.22184874961636	-1.23632258771836	-1.24522968456778	0.103304970890292	13.2222222222222
P51451	BLK	1.60785651720021	1	2.60785651720021	2.20760831050175	-1.22830311825759	-1.12189142870307	0.328801929592812	21.5555555555556
P08631	HCK	0.889004552438627	0.946986527253371	1.835991079692	2.1249387366083	-0.9813066648181	-1.02840867049249	0.124231234968404	24
P43405	Syk	1.02876835208712	1	2.02876835208712	2.0268721464003	-0.927139129546129	-0.931767983439399	0.0383782765121555	71
P12931	Src	1.04862051212889	1	2.04862051212889	1.93930215964639	-0.992367178428627	-0.984247673130967	0.0306163743566555	39.1111111111111
P42681	TXK	0.920123014185551	1	1.92012301418555	1.90657831483776	-1.01968161654667	-1.01077833753574	0.0468157122042817	28.1111111111111
P07949	Ret	0.770760907880101	0.966552222704002	1.7373131305841	1.86012091359876	-1.05124334642141	-1.09313038299246	0.110341101712172	17
P16234	PDGFR[alpha]	0.841418752937884	1	1.84141875293788	1.83564714421556	-1.25556285264077	-1.26500538742529	0.0141638021767878	5.33333333333333
P07332	Fes	0.797822029326945	0.966552222704002	1.76437425203095	1.80410034759077	-1.0774791282762	-1.12167384097725	0.0843316133385027	13.4444444444444
P42685	FRK	0.739062351586057	1	1.73906235158606	1.75202673363819	-0.920415362526309	-0.930857947521624	0.0222675048876436	48.8888888888889
P22607	FGFR3	1.01555972412335	0.849485002168009	1.86504472629136	1.70194347254218	-1.28626936502682	-1.29913628003563	0.0764846675251386	7
P06239	Lck	0.664859788831876	1	1.66485978883188	1.68613277963085	-0.932223683710999	-0.958274115917311	0.082866794017256	28.3333333333333
